cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,days_from_s1_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_to_first_price_change,prange_change_first_price_update,prange_change_plus,delay_in_price_update,number_of_price_updates,number_of_price_updates_up,number_of_price_updates_down,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,BAA_yield_changes,confidential_IPO,foreign,exchange,amends,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,proceeds,market_cap,liab_over_assets,price_to_earnings,price_to_sales,EPS,sales,priceupdate_down,priceupdate_up,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint,IoT_15day_CASI_all,IoT_15day_CASI_business_industrial,IoT_15day_CASI_finance,IoT_15day_CASI_weighted_finance,IoT_30day_CASI_all,IoT_30day_CASI_business_industrial,IoT_30day_CASI_finance,IoT_30day_CASI_weighted_finance,IoT_60day_CASI_all,IoT_60day_CASI_business_industrial,IoT_60day_CASI_finance,IoT_60day_CASI_weighted_finance,IoT_15day_CASI_news,IoT_30day_CASI_news,IoT_entity_type,amendment,gtrends_name,pct_final_revision_down,pct_final_revision_up,pct_first_price_change_up,pct_first_price_change_down,media_1st_pricing,media_listing,lockup_expiration,lockup_period,underwriter_syndicate_size,num_S1A,original_prange,prange_change_pct,original_price_is_range,original_prange_size,num_priced_S1A,num_SEC_amendments,num_roadshow_S1A,underwriter_first_lead,underwriter_groups,stddev_prices_10day,stddev_prices_5day
1375514,,15.0,15.0,36.0,,-3.0,,-23.07692307692308,-23.07692307692308,15.0,,0.0,100.0,1,0,1,under,MONTAGE TECHNOLOGY GROUP LTD,2013,2013-09-11,2013-09-26,2013-08-21,2013-09-26,2013-09-26,2013/09/26,10.0,10.0,12.800000190734865,13.739999771118164,10.0,4986789.0,0.0,28.0,3674,Chips,0.15000000596046448,1,0,NASDAQ,None,1,8.50100040435791,8.300000190734862,8.300000190734862,2,16.5,7+,3.729485034942627,7100000.0,26479344.0,92300000.0,344231472.0,0.31985385187020066,39.24207387140903,7.583527317589003,0.3312770890396681,45392000.0,0.0,0.0,15.0,2.256666660308838,23.36666679382324,44.33333206176758,-0.33838907166327803,0.0,0.0,-0.11279635722109267,0.28171327811192504,0.0,0.0,0.09390442603730834,6.7163809011708935,0.0,0.0,2.2387936337236307,-0.33838907166327803,0.28171327811192504,Search term,0.0,Montage Technology,23.07692307692308,0.0,0.0,-23.07692307692308,0,0,2014-03-25,180,5,3,"[12.0, 14.0]",-100.0,True,2.0,2,1,1,Barclays Capital Inc,Multiple Lead Underwriters,0.7051241025521675,0.7647483246140522
1375557,,13.0,13.0,89.0,,-2.0,,-14.814814814814813,-14.814814814814813,13.0,,0.0,100.0,1,0,1,under,"GUIDANCE SOFTWARE, INC.",2006,2006-11-30,2006-12-13,2006-09-15,2006-12-13,2006-12-13,2006/12/13,11.5,13.0,15.18000030517578,16.0,12.75,5793511.0,13.043478012084961,32.0,7372,Softw,-0.2300000041723252,0,0,NASDAQ,None,1,9.00100040435791,8.5,8.5,2,17.0,7+,4.412003040313722,5000000.0,22060016.0,67500000.0,297810216.0,1.1490592255980772,-135.86232481751824,7.568046961957765,-0.0993652951113,39351000.0,0.0,0.0,17.0,4.773333549499512,14.233333587646484,43.33333206176758,0.8530759335922121,0.0,0.0,0.2843586445307373,17.33319433720235,0.0,0.0,5.777731445734114,34.8240333602869,0.0,0.0,11.608011120095632,0.8530759335922121,17.33319433720235,Company,0.0,Guidance Software,14.814814814814813,0.0,0.0,-14.814814814814813,0,13,2007-06-11,180,6,8,"[12.5, 14.5]",-100.0,True,2.0,3,5,2,Lehman Brothers Inc,Multiple Lead Underwriters,0.7135037508661043,0.7567810515598286
1375796,,13.0,13.0,35.0,,-2.0,,-16.666666666666664,-16.666666666666664,13.0,,0.0,100.0,1,0,1,under,TREMOR VIDEO INC.,2013,2013-06-14,2013-06-27,2013-05-23,2013-06-27,2013-06-27,2013/06/27,10.0,11.0,8.5,11.09000015258789,8.380000114440918,7833067.0,10.0,-15.0,7311,BusSv,0.6000000238418579,1,0,New York Stock Exchange,None,1,8.50100040435791,8.300000190734862,8.300000190734862,2,16.5,7+,6.589747428894043,7500000.0,49423104.0,90000000.0,593077248.0,0.22643949065435856,-114.9597301802675,23.948203028467606,-0.10438437860964783,24765000.0,0.0,0.0,15.0,1.3133333921432495,16.633333206176758,44.66666793823242,1.2996694761326475,0.12369398307881582,0.0,0.4744544864038212,2.4890546971762344,0.6321179932826011,0.0,1.0403908968196118,9.143309178910595,2.6532848740200325,0.0,3.9321980176435423,0.12369398307881582,0.6321179932826011,Search term,0.0,Tremor Video,16.666666666666664,0.0,0.0,-16.666666666666664,0,17,2013-12-24,180,4,3,"[11.0, 13.0]",-100.0,True,2.0,2,1,1,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.6727376903370288,0.5257375771237965
1375829,,22.0,22.0,22.0,,0.5,,4.166666666666666,4.166666666666666,22.0,,0.0,100.0,1,1,0,within,RRSAT GLOBAL COMMUNICATIONS NETWORK LTD.,2006,2006-10-10,2006-11-01,2006-10-10,2006-11-01,2006-11-01,2006/11/01,12.5,14.020000457763672,15.029999732971193,15.890000343322756,13.529999732971193,1990365.0,12.15999984741211,20.239999771118164,4899,Telcm,-0.17000000178813934,0,1,NASDAQ,None,1,8.00100040435791,8.0,8.0,2,16.0,7+,4.3874473571777335,3800000.0,16672300.0,45600000.0,200067600.0,0.4804340810069389,55.83801283840357,10.153654080389767,0.2149073613118766,19704000.0,0.0,0.0,10.0,3.68666672706604,14.06666660308838,50.0,1.0667314529580525,0.0,0.0,0.3555771509860175,23.086716849938952,0.0,0.0,7.695572283312982,45.45345091642999,0.0,0.0,15.151150305476664,1.0667314529580525,23.086716849938952,Television company,0.0,Rrsat Global Communications Network,0.0,4.166666666666666,4.166666666666666,0.0,0,13,2007-04-30,180,5,4,[],,False,0.0,4,0,3,CIBC World Markets Corp,Multiple Lead Underwriters,0.5554963996282962,0.4256947263004321
1375877,,17.0,17.0,17.0,,1.0,,7.142857142857142,7.142857142857142,17.0,,0.0,100.0,1,1,0,within,CANADIAN SOLAR INC.,2006,2006-10-23,2006-11-09,2006-10-23,2006-11-09,2006-11-09,2006/11/09,15.0,15.520000457763672,15.630000114440918,16.729999542236328,15.210000038146973,6870157.0,3.4666666984558105,4.199999809265137,3674,Chips,-0.17000000178813934,0,1,NASDAQ,None,1,9.00100040435791,8.5,8.5,2,17.0,7+,3.5415585041046143,7700000.0,27270000.0,107800000.0,381780000.0,0.7638156078310626,-83.65157141946274,14.660696350435881,-0.16736087275394207,26041055.0,0.0,0.0,10.0,3.2300000190734863,14.06666660308838,50.0,0.23090434705062,-0.06246577746352466,0.0,0.056146189862365095,2.3547227775248603,0.3330167925496641,0.0,0.8959131900248414,5.528221875456784,2.3925505139432253,0.0,2.640257463133336,-0.06246577746352466,0.3330167925496641,Company,0.0,Canadian Solar,0.0,7.142857142857142,7.142857142857142,0.0,0,11,2007-05-08,180,4,5,"[13.0, 15.0]",-100.0,True,2.0,4,1,3,Deutsche Bank Securities Inc,Multiple Lead Underwriters,0.2733880026628822,0.30055947830670765
1376139,,20.0,20.0,393.0,,0.0,,0.0,0.0,20.0,,0.0,100.0,0,0,0,within,CVR ENERGY INC,2007,2007-10-03,2007-10-23,2006-09-26,2007-10-24,2007-10-23,2007/10/23,19.0,21.049999237060547,20.25,21.280000686645508,20.049999237060547,8969800.0,10.789473533630373,6.5789475440979,2911,Oil,-0.17000000178813934,0,0,New York Stock Exchange,None,0,9.00100040435791,9.0,9.0,2,18.0,8.5+,4.157064437866212,20000000.0,83141288.0,380000000.0,1579684472.0,0.9811678769463076,-29.08779616209301,1.2802412720855176,-0.6531948963792815,1233895912.0,0.0,0.0,9.666666984558104,3.4600000381469727,32.233333587646484,40.0,-0.511909983507993,-1.0826772598739831,0.0,-0.5315290811273254,1.232098298240235,0.413249466482662,0.0,0.5484492549076324,49.565198760932894,48.796720653055814,0.0,32.78730647132957,-1.0826772598739831,0.413249466482662,Petroleum industry Business,0.0,CVR Energy,0.0,0.0,0.0,0.0,9,15,2008-04-21,180,5,14,"[18.0, 20.0]",-100.0,True,2.0,5,9,3,Deutsche Bank Securities Inc,Multiple Lead Underwriters,1.0034659934447205,1.3614315994569834
1377630,,28.0,28.0,119.0,,2.0,,10.526315789473683,10.526315789473683,28.0,,0.0,100.0,1,1,0,above,"NATIONAL CINEMEDIA, INC.",2007,2007-01-11,2007-02-08,2006-10-13,2007-02-09,2007-02-08,2007/02/08,21.0,25.5,25.670000076293945,26.5,24.81999969482422,28444730.0,21.428571701049805,22.238094329833984,7310,BusSv,0.14000000059604645,0,0,NASDAQ,None,1,9.00100040435791,8.800000190734863,8.800000190734863,4,35.0,8.5+,1.0,38000000.0,38000000.0,722000000.0,722000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33333396911621,1.9900000095367432,14.233333587646484,42.0,0.2123183112338786,0.0,0.0,0.07077277041129286,1.7677352401239943,0.0,0.0,0.5892450800413315,4.303947496200598,0.0,0.0,1.4346491654001992,0.2123183112338786,1.7677352401239943,Entertainment company,0.0,National CineMedia,0.0,10.526315789473683,10.526315789473683,0.0,0,10,2007-08-07,180,14,8,"[18.0, 20.0]",-100.0,True,2.0,5,3,4,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.8719417927820644,0.14884139209238778
1378140,,15.0,15.0,163.0,,-1.0,,-4.761904761904762,-4.761904761904762,15.0,,0.0,100.0,1,0,1,within,"OCEAN POWER TECHNOLOGIES, INC.",2007,2007-04-10,2007-04-25,2006-11-13,2007-04-25,2007-04-25,2007/04/25,20.0,20.0,17.84000015258789,20.0,17.739999771118164,3064011.0,0.0,-10.800000190734863,3612,ElcEq,0.10999999940395357,0,0,NASDAQ,None,1,8.00100040435791,8.0,8.0,2,16.0,7+,2.0354437828063965,5000000.0,10177219.0,105000000.0,213721599.0,140.60812989096743,-38.79886338262124,141.19795313388798,-0.5412529690085278,1513631.0,0.0,0.0,11.333333015441895,1.5499999523162842,11.899999618530273,57.66666793823242,-0.4161913790228681,-0.21833294466249656,0.0,-0.2115081078951216,-0.4515385881303757,-0.0196815977523963,0.0,-0.15707339529425735,3.2530603949190176,3.5715004632864837,0.0,2.2748536194018336,-0.21833294466249656,-0.0196815977523963,Company,0.0,Ocean Power Technologies,4.761904761904762,0.0,0.0,-4.761904761904762,0,8,2007-10-22,180,4,8,"[20.0, 22.0]",-100.0,True,2.0,4,4,4,Banc of America Securities LLC,Multiple Lead Underwriters,0.1773703752039782,0.2024845673131659
1378590,,198.0,198.0,201.0,,-0.5,,-9.090909090909092,-9.090909090909092,198.0,,0.0,100.0,1,0,1,within,"BRIDGELINE DIGITAL, INC.",2007,2006-12-13,2007-06-29,2006-12-13,2007-07-02,2007-06-29,2007/06/29,5.0,5.0,5.0,5.050000190734863,4.300000190734863,1097618.0,0.0,0.0,7372,Softw,-0.20000000298023224,0,0,NASDAQ,None,1,3.000999927520752,2.5,2.5,2,5.0,0+,2.4257500171661377,3000000.0,7277250.0,16500000.0,40024875.0,0.5212063086104007,-30.139213102409638,8.831614077669903,-0.1824865161977396,4532000.0,0.0,0.0,21.33333396911621,2.9133334159851074,15.833333015441895,40.33333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Bridgeline Digital,9.090909090909092,0.0,0.0,-9.090909090909092,0,0,2007-12-26,180,2,7,"[5.0, 6.0]",-100.0,True,1.0,7,0,7,"Joseph Gunnar and Co., LLC",Multiple Lead Underwriters,0.08863407922464124,0.04898979485566339
1378718,,13.0,13.0,111.0,,-1.5,,-9.090909090909092,-9.090909090909092,13.0,,0.0,100.0,1,0,1,under,"WESCO AIRCRAFT HOLDINGS, INC",2011,2011-07-15,2011-07-28,2011-04-08,2011-07-28,2011-07-28,2011/07/28,15.0,14.75,14.920000076293945,15.149999618530273,14.25,8829422.0,-1.6666666269302368,-0.5333333611488342,5080,Whlsl,-0.019999999552965164,0,0,New York Stock Exchange,None,1,9.00100040435791,8.5,8.5,2,17.0,7+,4.074752330780028,21000000.0,85569792.0,346500000.0,1411901568.0,0.5457999240167163,32.377122729774364,4.039278623803081,0.5096190954864072,349543000.0,0.0,0.0,9.666666984558104,-1.846666693687439,16.83333396911621,51.66666793823242,-0.3474376756011928,-0.30798979642960994,0.0,-0.21847582401026755,-0.1738110322532834,0.5331808583190616,0.0,0.11978994202192607,2.805367328719076,49.948181142615226,0.0,17.584516157111434,-0.30798979642960994,0.5331808583190616,Search term,0.0,Wesco Aircraft,9.090909090909092,0.0,0.0,-9.090909090909092,0,12,2012-01-24,180,11,7,"[15.5, 17.5]",-100.0,True,2.0,2,5,1,Barclays Capital Inc,Multiple Lead Underwriters,1.2287164034064166,0.09604165762834371
1378789,,19.0,19.0,19.0,,0.0,,0.0,0.0,19.0,,0.0,100.0,0,0,0,within,AERCAP HOLDINGS N.V.,2006,2006-11-02,2006-11-21,2006-11-02,2006-11-21,2006-11-21,2006/11/21,23.0,25.0,23.020000457763672,25.10000038146973,23.0,16006200.0,8.695652008056639,0.08695652335882187,7359,BusSv,-0.2300000041723252,0,1,New York Stock Exchange,None,1,9.00100040435791,9.0,9.0,2,18.0,8.5+,3.2581210136413574,26100000.0,85036960.0,600300000.0,1955850080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0799999237060547,14.233333587646484,43.33333206176758,-0.5289413651332676,-0.9491058239483257,-0.9491058239483257,-0.8090510043433063,0.3836122350506662,1.0109464870106004,1.0109464870106004,0.8018350696906222,4.484477473990162,48.95602394325852,48.95602394325852,34.132175120169066,-0.9491058239483257,1.0109464870106004,Company,0.0,Aercap Holdings,0.0,0.0,0.0,0.0,0,10,2007-05-21,180,9,4,"[22.0, 24.0]",-100.0,True,2.0,3,1,2,"Goldman, Sachs and Co",Multiple Lead Underwriters,0.1565758602083988,0.11110355529864908
1378950,30.0,30.0,30.0,102.0,-1.0,-1.0,-9.090909090909092,-9.090909090909092,-9.090909090909092,30.0,-2.0,2.0,100.0,1,0,1,within,"U.S. AUTO PARTS NETWORK, INC.",2007,2007-01-10,2007-02-09,2006-11-02,2007-02-12,2007-02-09,2007/02/09,10.0,11.0,11.899999618530273,12.119999885559082,10.5,3145498.0,10.0,19.0,5961,Rtail,0.14000000059604645,0,0,NASDAQ,Down,1,8.00100040435791,7.5,7.5,2,15.0,7+,2.983292818069458,10000000.0,29832928.0,110000000.0,328162208.0,0.7054257953344242,89.93209317621266,3.9294274971861007,0.12231451099938967,83514000.0,9.090909090909092,0.0,18.33333396911621,1.0966666936874392,14.233333587646484,42.0,-3.108624468950439e-15,0.0,0.0,-1.0362081563168126e-15,-5.3290705182007506e-15,0.0,0.0,-1.7763568394002505e-15,-5.3290705182007506e-15,0.0,0.0,-1.7763568394002505e-15,-3.108624468950439e-15,-5.3290705182007506e-15,Search term,-1.0,US Auto Parts,9.090909090909092,0.0,0.0,-9.090909090909092,0,11,2007-08-08,180,4,6,"[10.0, 12.0]",-100.0,True,2.0,4,2,4,RBC Capital Markets Corp,Multiple Lead Underwriters,0.326374018573783,0.14288456879593422
1378992,,15.0,15.0,196.0,,-1.0,,-5.882352941176473,-5.882352941176473,15.0,,0.0,100.0,1,0,1,within,BERRY PLASTICS GROUP INC,2012,2012-09-19,2012-10-04,2012-03-23,2012-10-05,2012-10-04,2012/10/04,16.0,15.25,15.199999809265135,15.420000076293945,14.850000381469727,17687770.0,-4.6875,-5.0,3080,Rubbr,-0.029999999329447743,0,0,New York Stock Exchange,None,1,9.00100040435791,5.699999809265138,5.699999809265138,6,34.0,0+,3.828404664993286,29411764.0,112600136.0,499999988.0,1914202312.0,1.0922956589753618,-95.7101156,0.5373953711398091,-0.17761967889630256,3562000000.0,0.0,0.0,5.666666507720947,1.8066666126251216,20.13333320617676,41.0,2.4511777841126956,1.1087157589627572,0.0,1.1866311810251509,4.367489388569848,3.6728882218707657,0.0,2.680125870146872,5.050194770631206,3.826015971999969,0.0,2.9587369142103923,1.1087157589627572,3.6728882218707657,Company,0.0,Berry Plastics Group,5.882352941176473,0.0,0.0,-5.882352941176473,0,21,2013-04-02,180,14,8,"[16.0, 18.0]",-100.0,True,2.0,3,5,3,"Apollo Global Securities, LLC",Multiple Lead Underwriters,0.3602277057640069,0.3609653723004463
1379009,1.0,9.0,9.0,9.0,0.34999999999999964,-1.5199999999999996,3.3269961977186284,-14.448669201520907,3.3269961977186284,1.0,0.0,0.0,11.111111111111107,2,1,1,under,GAZIT-GLOBE LTD,2011,2011-12-05,2011-12-14,2011-12-05,2011-12-14,2011-12-14,2011/12/14,9.0,8.75,8.829999923706055,9.010000228881836,8.409999847412111,5085377.0,-2.777777671813965,-1.8888888359069824,6512,RlEst,-0.119999997317791,0,1,New York Stock Exchange,Up,0,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,18.16282081604004,9000000.0,163465392.0,94680000.0,1719655923.84,0.7152823069039411,5.287994845756457,1.3444264903760457,1.989411923962474,1279100000.0,0.0,3.3269961977186284,6.333333492279053,5.766666889190674,9.466666221618652,28.66666603088379,-0.0864329906621401,0.0,0.0,-0.028810996887380032,0.3753913875901384,0.0,0.0,0.12513046253004612,2.0616995915826486,0.0,0.0,0.6872331971942162,-0.0864329906621401,0.3753913875901384,Corporation,1.0,Gazit-globe,14.448669201520907,0.0,3.3269961977186284,0.0,0,0,2012-06-11,180,4,4,[],,False,0.0,3,1,1,Citigroup Global Markets Inc,Multiple Lead Underwriters,0.2586290780248809,0.25865807545870245
1379041,,13.0,13.0,58.0,,2.0,,13.333333333333336,13.333333333333336,13.0,,0.0,100.0,1,1,0,above,"EMPLOYERS HOLDINGS, INC.",2007,2007-01-18,2007-01-31,2006-12-04,2007-01-31,2007-01-31,2007/01/31,17.0,20.0,19.96999931335449,20.200000762939453,19.309999465942386,15894800.0,17.647058486938477,17.470588684082028,6331,Insur,0.14000000059604645,0,0,New York Stock Exchange,None,0,9.00100040435791,9.0,9.0,1,9.0,8.5+,1.9706624746322632,26750000.0,52715220.0,401250000.0,790728300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33333396911621,1.653333306312561,14.233333587646484,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Employers Holdings,0.0,13.333333333333336,13.333333333333336,0.0,0,0,2007-07-30,180,4,4,"[14.0, 16.0]",-100.0,True,2.0,3,1,2,Morgan Stanley and Co. Incorporated,Morgan Stanley and Co. Incorporated,0.3908964057138414,0.12338557452149755
1379246,10.0,11.0,11.0,100.0,1.0,-2.0,6.666666666666668,-13.333333333333336,6.666666666666668,10.0,0.0,0.0,90.90909090909092,2,1,1,under,BODY CENTRAL CORP,2010,2010-10-04,2010-10-15,2010-07-07,2010-10-15,2010-10-15,2010/10/15,13.0,14.489999771118164,13.0,14.489999771118164,13.0,3411036.0,11.461538314819336,0.0,5621,Rtail,0.059999998658895486,0,0,NASDAQ,Up,0,8.00100040435791,7.800000190734862,7.800000190734862,2,15.5,7+,3.0811367034912114,5000000.0,15405683.0,75000000.0,231085245.0,0.7785507581896053,40.399518356643355,1.936279232477272,0.3712915552007657,119345000.0,0.0,6.666666666666668,7.333333492279053,3.576666593551636,12.399999618530273,7.333333492279053,-0.6721929726174469,-1.5505826568307468,0.12019187955148156,-0.7008612499655708,2.0491698169465247,17.97383785971285,0.5520459669803619,6.85835121454658,6.689412858117271,25.268224248064733,1.1743990036136216,11.04401203659854,-0.7151953886396327,9.262941913346607,Search term,1.0,Body Central,13.333333333333336,0.0,6.666666666666668,0.0,0,0,2011-04-13,180,4,8,[],,False,0.0,4,4,2,"Jefferies and Company, Inc",Multiple Lead Underwriters,0.15986244086714047,0.022803508501983052
1379378,,19.0,19.0,90.0,,1.0,,5.0,5.0,19.0,,0.0,100.0,1,1,0,within,DUNCAN ENERGY PARTNERS L.P.,2007,2007-01-12,2007-01-31,2006-11-02,2007-01-31,2007-01-31,2007/01/31,21.0,22.5,23.04999923706055,23.79999923706055,22.100000381469727,7261900.0,7.142857074737549,9.7619047164917,4922,Util,0.14000000059604645,0,0,New York Stock Exchange,None,0,8.00100040435791,8.0,8.0,2,16.0,7+,1.5616593360900881,13000000.0,20301572.0,260000000.0,406031440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33333396911621,1.3700000047683716,14.233333587646484,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Duncan Energy Partners,0.0,5.0,5.0,0.0,0,4,2007-07-30,180,15,6,"[19.0, 21.0]",-100.0,True,2.0,3,3,2,Lehman Brothers Inc,Multiple Lead Underwriters,0.17119871494844857,0.14759403781996083
1379661,,8.0,8.0,85.0,,1.0,,5.0,5.0,8.0,,0.0,100.0,1,1,0,within,TARGA RESOURCES PARTNERS LP,2007,2007-02-01,2007-02-09,2006-11-16,2007-02-09,2007-02-09,2007/02/09,21.0,23.0,23.76000022888184,24.60000038146973,22.75,11571100.0,9.523809432983398,13.142857551574707,4922,Util,0.059999998658895486,0,0,NASDAQ,None,0,9.00100040435791,4.300000190734863,4.300000190734863,4,17.0,0+,1.0,16800000.0,16800000.0,336000000.0,336000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333015441895,1.7766666412353516,16.466667175292972,49.33333206176758,0.10598962467624667,-0.05374540619295455,0.0,0.01741473949443071,1.2297229880017395,0.04319374167275818,0.0,0.42430557655816586,2.403120882617101,0.4644244208184112,0.0,0.9558484344785041,-0.05374540619295455,0.04319374167275818,Company,0.0,Targa Resources Partners,0.0,5.0,5.0,0.0,5,0,2007-08-08,180,11,8,"[19.0, 21.0]",-100.0,True,2.0,3,5,2,Citigroup Global Markets Inc,Multiple Lead Underwriters,0.19439392994638527,0.12142487389328514
1380393,,21.0,21.0,93.0,,1.0,,5.7142857142857135,5.7142857142857135,21.0,,0.0,100.0,1,1,0,within,FORTRESS INVESTMENT GROUP LLC,2007,2007-01-19,2007-02-09,2006-11-08,2007-02-09,2007-02-09,2007/02/09,18.5,35.0,31.0,37.0,30.29999923706055,26752100.0,89.1891860961914,67.56756591796875,6282,Fin,0.14000000059604645,0,0,New York Stock Exchange,None,0,9.00100040435791,8.5,8.5,2,17.0,7+,11.708248138427734,34286000.0,401428992.0,600005000.0,7025007360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33333396911621,3.066666603088379,14.233333587646484,42.0,3.3302241556770364,0.10949630641963798,0.3960281056177256,1.2785828559047998,5.205307246939173,1.1516118350516915,13.042314485737608,6.466411189242822,7.476179914008111,3.266825412606506,48.81980490703637,19.854270077883648,0.25276220601868177,7.096963160394648,Investment management company,0.0,Fortress Investment,0.0,5.7142857142857135,5.7142857142857135,0.0,7,41,2007-08-08,180,10,8,"[16.5, 18.5]",-100.0,True,2.0,4,4,3,"Goldman, Sachs and Co",Multiple Lead Underwriters,0.9309801286815954,0.9013412228451555
1381074,21.0,25.0,25.0,25.0,-1.0,-1.7200000000000006,-10.0,-17.200000000000006,-10.0,21.0,-2.0,2.0,84.0,2,0,2,within,"FUWEI FILMS (HOLDINGS), CO. LTD.",2006,2006-11-24,2006-12-19,2006-11-24,2006-12-19,2006-12-19,2006/12/19,8.279999732971191,8.510000228881836,11.079999923706056,11.140000343322754,8.300000190734862,4599907.0,2.777777671813965,33.81642532348633,3081,Rubbr,-0.2300000041723252,0,1,NASDAQ,Down,0,3.000999927520752,3.0,3.0,1,3.0,0+,3.3333332538604736,3750000.0,12500000.0,37500000.0,125000000.0,0.7715797692374425,30.948254518445157,4.5434719395173015,0.32312,27512000.0,10.0,0.0,17.0,4.650000095367432,14.233333587646484,43.33333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,-1.0,Fuwei Films,17.200000000000006,0.0,0.0,-10.0,0,0,2007-06-18,180,3,4,"[8.0, 12.0]",-50.0,True,4.0,4,0,3,"Maxim Group, LLC","Maxim Group, LLC",2.321492211918877,1.295294190521983
1381197,4.0,8.0,8.0,157.0,4.0,5.010000000000002,16.0,20.040000000000006,16.0,4.0,0.0,0.0,50.0,1,1,0,above,"INTERACTIVE BROKERS GROUP, INC.",2007,2007-04-26,2007-05-04,2006-11-27,2007-05-03,2007-05-04,2007/05/04,30.01000022888184,33.0,31.29999923706055,34.25,31.03000068664551,23516330.0,9.963345527648926,4.298567295074463,6211,Fin,0.10999999940395357,0,0,NASDAQ,Up,0,9.00100040435791,8.0,8.0,2,16.0,7+,10.029999732971193,40000000.0,401200000.0,1000000000.0,10030000000.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.333333015441895,0.06333333253860474,11.899999618530273,57.66666793823242,2.5505563245884884,-0.1995490240100427,2.162104712004397,1.5043706708609474,2.6591447152754566,-0.3884755957860884,3.4310702872341543,1.900579802241174,5.3247914982660145,2.196872517768756,9.749771636917352,5.757145217650707,0.9812778439971772,1.5212973457240329,Financial Services Business,1.0,Interactive Brokers Group,0.0,20.040000000000006,16.0,0.0,5,25,2007-10-31,180,5,9,[],,False,0.0,3,6,1,HSBC Securities (USA) Inc,Multiple Lead Underwriters,1.1850776345877092,1.2820514810256254
1381325,,17.0,17.0,83.0,,2.0,,18.181818181818183,18.181818181818183,17.0,0.0,0.0,100.0,1,1,0,above,"BIGBAND NETWORKS, INC.",2007,2007-02-26,2007-03-15,2006-12-22,2007-03-15,2007-03-15,2007/03/15,13.0,15.25,17.0,17.280000686645508,15.100000381469727,7798327.0,17.30769157409668,30.769229888916016,7373,Softw,0.059999998658895486,0,0,NASDAQ,None,1,9.00100040435791,4.5,4.5,2,9.0,0+,5.338230609893799,10700000.0,57119068.0,117700000.0,628309748.0,0.8319023634250291,70.7795142503098,3.5573294003079985,0.15541219965283748,176624000.0,0.0,0.0,14.333333015441895,-0.5066666603088379,16.466667175292972,49.33333206176758,-0.04883978319031212,0.0,0.0,-0.01627992773010404,3.616137216991336,0.0,0.0,1.2053790723304454,7.629171175497934,0.0,0.0,2.543057058499312,-0.04883978319031212,3.616137216991336,Corporation,0.0,BigBand Networks,0.0,18.181818181818183,18.181818181818183,0.0,0,13,2007-09-11,180,5,5,"[10.0, 12.0]",-100.0,True,2.0,2,3,1,"Merrill Lynch, Pierce, Fenner and Smith Incorporated",Multiple Lead Underwriters,0.48750487177052926,0.5396813874870992
